interaction_id,user_id,problem_id,session_id,timestamp,time_of_day,day_of_week,days_since_last_session,grade_level,study_hours_per_week,previous_math_score,tutoring_received,learning_style,device_type,topic,difficulty_level,problem_length_words,equation_count,attempt_number,hint_used,response_time_seconds,user_accuracy,confidence_rating,solver_success,user_feedback_rating
INT_1192,USR_077,PROB_057,SES_0060,2024-08-04 11:06:37,morning,Sunday,70,11,10,85,no,reading/writing,mobile,Ratios,3,143,3,1,yes,277,1,4,1,4
INT_1193,USR_018,PROB_195,SES_0670,2024-09-16 12:23:01,afternoon,Monday,-24,9,5,90,yes,visual,mobile,Mensuration,3,269,4,5,yes,266,0,5,1,5
INT_1194,USR_024,PROB_067,SES_0042,2024-10-29 16:28:49,afternoon,Tuesday,-64,6,5,82,no,visual,desktop,Mensuration,2,298,3,1,yes,223,0,2,0,1
INT_1195,USR_045,PROB_169,SES_0166,2024-08-18 07:09:35,morning,Sunday,-53,7,7,49,yes,kinesthetic,tablet,Ratios,4,271,1,1,no,518,1,3,0,
INT_1196,USR_093,PROB_193,SES_0568,2024-09-04 14:38:51,afternoon,Wednesday,-61,7,10,43,no,auditory,tablet,Algebra,1,261,3,3,yes,173,1,5,1,5
INT_1197,USR_076,PROB_034,SES_0946,2024-08-01 13:18:07,afternoon,Thursday,73,11,15,76,no,visual,desktop,Calculus,1,184,1,1,no,162,1,1,1,5
INT_1198,USR_092,PROB_085,SES_0249,2024-09-08 02:39:21,night,Sunday,-58,12,13,42,no,kinesthetic,tablet,Calculus,2,192,2,2,no,144,1,4,1,5
INT_1199,USR_079,PROB_058,SES_0024,2024-09-19 07:48:22,morning,Thursday,37,10,15,33,no,auditory,tablet,Statistics,1,199,3,3,yes,146,1,4,1,5
INT_1200,USR_031,PROB_185,SES_0413,2024-10-16 18:00:20,evening,Wednesday,-6,10,10,74,no,kinesthetic,desktop,Number Theory,3,128,3,1,no,279,0,4,0,5
INT_1201,USR_073,PROB_164,SES_0051,2024-10-28 09:22:57,morning,Monday,-51,10,14,84,yes,visual,desktop,Algebra,2,149,2,2,yes,246,1,4,1,
INT_1202,USR_041,PROB_037,SES_0455,2024-09-23 02:59:14,night,Monday,17,11,13,38,yes,visual,mobile,Ratios,2,106,2,2,yes,195,1,4,1,4
INT_1203,USR_035,PROB_078,SES_0471,2024-10-03 05:20:51,morning,Thursday,-88,10,9,53,yes,auditory,tablet,Probability,5,104,2,1,yes,507,0,3,0,1
INT_1204,USR_051,PROB_154,SES_0111,2024-09-11 17:21:20,evening,Wednesday,27,8,14,33,no,reading/writing,desktop,Trigonometry,1,53,1,1,no,170,0,3,0,3
INT_1205,USR_087,PROB_154,SES_0299,2024-09-15 05:59:14,morning,Sunday,-69,8,15,47,no,auditory,mobile,Mensuration,3,55,4,1,no,155,0,4,1,
INT_1206,USR_021,PROB_026,SES_0498,2024-09-07 05:38:08,morning,Saturday,-57,6,9,41,no,auditory,mobile,Ratios,3,225,1,1,no,471,1,4,1,
INT_1207,USR_029,PROB_033,SES_0840,2024-09-15 01:13:07,night,Sunday,-31,10,7,94,yes,kinesthetic,mobile,Probability,1,88,1,1,no,111,0,1,0,1
INT_1208,USR_078,PROB_125,SES_0087,2024-10-17 01:00:03,night,Thursday,75,6,7,73,no,reading/writing,mobile,Probability,4,265,2,3,no,424,1,2,1,5
INT_1209,USR_001,PROB_187,SES_0461,2024-10-14 19:51:57,evening,Monday,-54,7,5,66,no,kinesthetic,desktop,Arithmetic,3,84,3,1,yes,277,1,4,1,4
INT_1210,USR_049,PROB_075,SES_0452,2024-09-06 07:28:00,morning,Friday,-60,10,9,75,yes,visual,mobile,Calculus,3,299,2,5,no,216,1,3,1,5
INT_1211,USR_009,PROB_033,SES_0028,2024-10-13 05:35:05,morning,Sunday,89,11,10,91,no,reading/writing,desktop,Geometry,4,254,3,1,yes,522,0,1,0,4
INT_1212,USR_004,PROB_099,SES_0645,2024-10-01 20:27:13,evening,Tuesday,-5,7,7,49,yes,reading/writing,mobile,Statistics,2,141,2,1,yes,227,1,4,1,4
INT_1213,USR_064,PROB_022,SES_0086,2024-09-06 04:38:19,night,Friday,-41,6,5,33,no,auditory,tablet,Ratios,1,247,4,2,no,269,1,2,1,4
INT_1214,USR_034,PROB_112,SES_0353,2024-10-16 21:40:32,night,Wednesday,7,9,14,56,yes,reading/writing,desktop,Mensuration,3,76,2,2,no,243,1,3,0,4
INT_1215,USR_068,PROB_036,SES_0043,2024-08-13 03:49:17,night,Tuesday,80,12,5,79,no,auditory,desktop,Trigonometry,4,150,1,2,no,301,1,5,1,4
INT_1216,USR_036,PROB_081,SES_0966,2024-09-14 07:51:58,morning,Saturday,-27,9,10,80,yes,reading/writing,desktop,Calculus,3,300,2,2,no,249,1,3,1,4
INT_1217,USR_048,PROB_031,SES_0023,2024-09-09 13:40:08,afternoon,Monday,-10,6,11,46,no,reading/writing,tablet,Trigonometry,2,186,4,4,yes,239,1,5,1,5
INT_1218,USR_092,PROB_127,SES_0184,2024-10-16 07:47:20,morning,Wednesday,89,6,14,86,no,auditory,tablet,Mensuration,3,271,1,1,yes,307,1,5,1,
INT_1219,USR_019,PROB_051,SES_0300,2024-10-03 14:35:54,afternoon,Thursday,86,12,15,30,yes,kinesthetic,tablet,Number Theory,2,168,3,1,yes,304,1,4,0,
INT_1220,USR_030,PROB_167,SES_0626,2024-10-07 04:05:18,night,Monday,25,10,15,48,no,auditory,tablet,Probability,2,227,1,2,no,141,1,5,1,5
INT_1221,USR_002,PROB_102,SES_0202,2024-09-22 20:14:42,evening,Sunday,-55,12,13,84,yes,visual,mobile,Probability,5,276,3,1,no,600,1,5,1,4
INT_1222,USR_035,PROB_033,SES_0398,2024-09-02 17:13:13,evening,Monday,-36,9,12,78,yes,auditory,desktop,Statistics,1,204,2,3,no,255,1,4,1,4
INT_1223,USR_037,PROB_112,SES_0898,2024-10-16 04:01:35,night,Wednesday,4,9,9,36,yes,auditory,mobile,Mensuration,2,209,2,4,no,285,1,4,1,5
INT_1224,USR_010,PROB_028,SES_0921,2024-09-12 09:25:07,morning,Thursday,31,8,13,37,no,visual,mobile,Statistics,3,237,2,3,no,305,0,2,0,1
INT_1225,USR_009,PROB_090,SES_0416,2024-09-19 16:21:04,afternoon,Thursday,85,7,10,54,no,visual,tablet,Statistics,2,215,1,1,yes,212,1,3,1,
INT_1226,USR_052,PROB_133,SES_0954,2024-09-10 12:18:28,afternoon,Tuesday,-62,9,12,63,yes,visual,mobile,Calculus,1,252,4,1,no,177,1,4,1,3
INT_1227,USR_012,PROB_028,SES_0375,2024-10-06 12:27:51,afternoon,Sunday,42,9,6,40,no,reading/writing,tablet,Calculus,2,141,2,3,yes,181,0,2,1,
INT_1228,USR_042,PROB_008,SES_0341,2024-10-08 06:23:12,morning,Tuesday,-25,8,15,38,no,reading/writing,tablet,Calculus,3,230,1,2,yes,470,0,1,1,3
INT_1229,USR_037,PROB_041,SES_0398,2024-09-21 21:09:06,night,Saturday,29,12,12,72,no,visual,desktop,Ratios,2,188,3,5,no,272,1,5,0,1
INT_1230,USR_020,PROB_132,SES_0350,2024-08-27 05:57:52,morning,Tuesday,28,7,12,79,no,auditory,tablet,Ratios,3,67,2,4,no,277,0,1,1,3
INT_1231,USR_031,PROB_002,SES_0824,2024-10-09 14:52:12,afternoon,Wednesday,-89,10,14,90,yes,visual,desktop,Calculus,3,245,3,2,no,406,0,2,1,4
INT_1232,USR_097,PROB_030,SES_0124,2024-10-04 09:08:20,morning,Friday,-58,11,12,94,no,auditory,mobile,Number Theory,3,65,1,4,yes,152,0,1,1,2
INT_1233,USR_038,PROB_126,SES_0222,2024-10-26 01:22:47,night,Saturday,78,9,15,87,no,visual,desktop,Trigonometry,4,289,1,2,no,512,0,2,1,3
INT_1234,USR_099,PROB_117,SES_0417,2024-09-07 01:38:39,night,Saturday,84,9,13,60,yes,kinesthetic,mobile,Algebra,2,207,3,1,no,266,1,5,1,5
INT_1235,USR_026,PROB_200,SES_0470,2024-10-19 06:44:11,morning,Saturday,-58,12,6,39,no,auditory,desktop,Algebra,3,167,1,3,no,275,0,1,0,2
INT_1236,USR_015,PROB_022,SES_0930,2024-09-12 01:47:44,night,Thursday,-66,6,6,80,no,auditory,tablet,Algebra,4,57,2,1,yes,493,1,3,0,1
INT_1237,USR_059,PROB_143,SES_0941,2024-08-27 07:20:18,morning,Tuesday,39,10,8,75,no,visual,desktop,Probability,2,77,1,2,no,116,1,4,1,5
INT_1238,USR_082,PROB_100,SES_0874,2024-09-06 21:53:15,night,Friday,-51,6,8,41,no,reading/writing,desktop,Probability,3,259,3,2,yes,412,1,3,1,5
INT_1239,USR_022,PROB_185,SES_0511,2024-10-25 04:18:00,night,Friday,-80,12,5,48,yes,reading/writing,desktop,Algebra,2,72,2,3,no,281,1,4,1,4
INT_1240,USR_019,PROB_127,SES_0899,2024-08-15 12:41:12,afternoon,Thursday,-76,11,8,60,yes,reading/writing,desktop,Arithmetic,1,147,2,3,no,221,1,2,0,2
INT_1241,USR_068,PROB_153,SES_0603,2024-08-31 02:35:28,night,Saturday,43,6,5,69,no,visual,mobile,Statistics,2,214,4,1,no,404,0,2,1,2
INT_1242,USR_088,PROB_013,SES_0637,2024-08-30 01:59:16,night,Friday,90,7,15,86,no,visual,mobile,Trigonometry,5,150,1,4,yes,296,1,2,1,4
INT_1243,USR_009,PROB_090,SES_0874,2024-10-13 09:49:29,morning,Sunday,88,8,12,30,no,auditory,mobile,Geometry,2,59,4,3,no,238,1,5,0,2
INT_1244,USR_026,PROB_155,SES_0459,2024-10-19 16:18:08,afternoon,Saturday,-66,10,14,45,no,auditory,desktop,Trigonometry,2,205,1,5,no,258,1,1,1,4
INT_1245,USR_062,PROB_177,SES_0888,2024-08-13 16:31:30,afternoon,Tuesday,11,12,7,57,no,auditory,tablet,Statistics,3,184,4,3,yes,128,1,4,1,4
INT_1246,USR_052,PROB_045,SES_0607,2024-08-21 05:27:27,morning,Wednesday,21,9,13,95,yes,auditory,tablet,Trigonometry,2,71,4,5,yes,155,0,4,1,3
INT_1247,USR_078,PROB_001,SES_0475,2024-09-07 18:37:15,evening,Saturday,-9,10,13,43,yes,kinesthetic,desktop,Calculus,2,172,2,2,no,352,1,4,0,4
INT_1248,USR_048,PROB_190,SES_0545,2024-08-04 10:01:59,morning,Sunday,-72,11,9,45,no,visual,tablet,Ratios,1,173,2,1,yes,244,1,4,1,4
INT_1249,USR_012,PROB_137,SES_0546,2024-09-26 02:41:07,night,Thursday,-12,10,11,35,yes,kinesthetic,mobile,Algebra,2,233,2,1,no,253,1,4,1,4
INT_1250,USR_082,PROB_119,SES_0051,2024-10-20 07:41:01,morning,Sunday,-54,10,8,32,yes,auditory,tablet,Algebra,3,66,2,2,no,267,1,3,1,
INT_1251,USR_085,PROB_165,SES_0616,2024-09-14 04:11:10,night,Saturday,-32,12,8,82,no,visual,desktop,Statistics,3,54,2,4,yes,305,1,4,0,1
INT_1252,USR_023,PROB_099,SES_0667,2024-10-30 13:08:16,afternoon,Wednesday,89,12,14,87,no,reading/writing,desktop,Mensuration,2,56,3,1,no,153,1,5,1,5
INT_1253,USR_077,PROB_095,SES_0923,2024-09-22 21:49:58,night,Sunday,36,8,5,78,no,reading/writing,mobile,Ratios,1,215,2,5,yes,163,1,2,1,4
INT_1254,USR_069,PROB_170,SES_0843,2024-09-23 11:59:55,morning,Monday,41,7,15,64,no,kinesthetic,desktop,Arithmetic,5,219,4,2,no,576,0,1,0,2
INT_1255,USR_051,PROB_077,SES_0531,2024-09-10 07:09:01,morning,Tuesday,79,12,12,90,no,reading/writing,mobile,Statistics,1,280,2,1,no,150,1,5,1,5
INT_1256,USR_033,PROB_077,SES_0250,2024-09-25 19:44:21,evening,Wednesday,47,6,10,33,no,kinesthetic,tablet,Algebra,3,142,4,1,yes,327,0,2,1,
INT_1257,USR_059,PROB_051,SES_0288,2024-08-23 19:48:12,evening,Friday,55,6,12,87,yes,reading/writing,mobile,Number Theory,3,130,1,3,yes,253,1,4,1,2
INT_1258,USR_018,PROB_086,SES_0573,2024-09-14 03:22:02,night,Saturday,83,7,15,30,yes,kinesthetic,mobile,Probability,2,295,2,1,yes,337,1,2,1,5
INT_1259,USR_087,PROB_176,SES_0239,2024-08-29 15:39:54,afternoon,Thursday,-6,7,6,42,yes,auditory,desktop,Ratios,3,197,1,5,yes,103,1,5,1,4
INT_1260,USR_087,PROB_098,SES_0928,2024-08-24 21:22:07,night,Saturday,87,6,13,76,no,auditory,desktop,Ratios,2,139,1,5,yes,170,1,5,1,5
INT_1261,USR_075,PROB_060,SES_0332,2024-08-13 02:30:42,night,Tuesday,-13,8,10,70,no,auditory,desktop,Calculus,3,228,1,3,yes,600,0,4,1,3
INT_1262,USR_050,PROB_025,SES_0864,2024-08-18 02:42:20,night,Sunday,31,8,11,51,no,kinesthetic,mobile,Probability,3,242,2,2,no,299,1,5,1,5
INT_1263,USR_008,PROB_109,SES_0585,2024-08-30 02:38:53,night,Friday,20,7,5,60,no,kinesthetic,mobile,Trigonometry,4,240,2,1,yes,435,1,5,1,5
INT_1264,USR_017,PROB_174,SES_0721,2024-09-23 14:14:43,afternoon,Monday,-65,7,8,65,no,visual,tablet,Statistics,3,138,3,1,yes,329,0,1,1,2
INT_1265,USR_006,PROB_174,SES_0149,2024-10-10 05:50:46,morning,Thursday,-30,6,8,62,yes,kinesthetic,tablet,Calculus,5,146,2,3,yes,253,1,3,0,1
INT_1266,USR_011,PROB_134,SES_0872,2024-10-30 06:41:19,morning,Wednesday,-27,9,14,77,yes,visual,mobile,Probability,3,220,4,2,yes,231,1,3,1,3
INT_1267,USR_087,PROB_120,SES_0620,2024-08-17 12:57:50,afternoon,Saturday,-4,12,6,87,yes,auditory,desktop,Geometry,3,265,2,3,yes,248,0,2,0,1
INT_1268,USR_076,PROB_141,SES_0253,2024-09-20 18:57:04,evening,Friday,-8,9,8,88,no,reading/writing,mobile,Algebra,2,141,1,2,no,210,0,3,0,2
INT_1269,USR_094,PROB_021,SES_0383,2024-08-26 01:16:17,night,Monday,-9,6,5,52,yes,reading/writing,desktop,Statistics,4,112,2,2,yes,403,0,4,1,2
INT_1270,USR_041,PROB_129,SES_0410,2024-09-27 12:03:15,afternoon,Friday,76,12,5,64,yes,auditory,tablet,Trigonometry,1,225,3,3,yes,226,0,3,0,2
INT_1271,USR_013,PROB_012,SES_0078,2024-09-01 17:42:08,evening,Sunday,24,7,6,36,no,kinesthetic,mobile,Arithmetic,2,112,1,1,no,134,0,1,0,1
INT_1272,USR_031,PROB_045,SES_0033,2024-10-10 23:12:43,night,Thursday,-71,12,15,79,no,reading/writing,mobile,Trigonometry,2,265,1,2,no,265,1,4,1,5
INT_1273,USR_077,PROB_004,SES_0478,2024-10-05 18:45:19,evening,Saturday,75,9,11,91,yes,visual,mobile,Ratios,5,83,1,3,yes,397,0,2,0,1
INT_1274,USR_072,PROB_094,SES_0893,2024-08-04 20:42:34,evening,Sunday,65,8,6,53,yes,visual,desktop,Ratios,1,70,3,4,no,120,0,2,1,5
INT_1275,USR_054,PROB_156,SES_0484,2024-08-19 19:25:22,evening,Monday,-4,9,6,53,no,reading/writing,mobile,Arithmetic,4,162,2,3,yes,554,1,4,1,4
INT_1276,USR_075,PROB_091,SES_0411,2024-08-14 04:47:25,night,Wednesday,7,12,12,58,no,kinesthetic,tablet,Calculus,1,103,2,1,no,70,1,5,1,
INT_1277,USR_094,PROB_036,SES_0223,2024-10-27 20:59:45,evening,Sunday,-17,11,11,38,yes,reading/writing,tablet,Probability,5,176,2,3,yes,444,1,2,1,3
INT_1278,USR_039,PROB_045,SES_0642,2024-10-25 03:23:11,night,Friday,-15,10,8,44,no,reading/writing,mobile,Trigonometry,1,117,2,4,yes,195,1,5,1,4
INT_1279,USR_003,PROB_056,SES_0387,2024-10-10 17:49:14,evening,Thursday,-90,6,9,58,no,auditory,tablet,Arithmetic,1,226,3,3,no,223,0,5,1,5
INT_1280,USR_015,PROB_170,SES_0660,2024-08-22 15:59:03,afternoon,Thursday,8,8,14,58,yes,visual,tablet,Algebra,3,146,3,3,no,361,0,2,0,2
INT_1281,USR_067,PROB_050,SES_0021,2024-08-12 17:07:28,evening,Monday,88,10,11,36,no,reading/writing,tablet,Calculus,1,184,2,3,no,207,1,5,1,5
INT_1282,USR_080,PROB_154,SES_0059,2024-09-10 05:59:55,morning,Tuesday,-56,6,12,45,yes,reading/writing,tablet,Trigonometry,1,141,2,1,no,194,1,5,1,
INT_1283,USR_010,PROB_127,SES_0217,2024-10-20 21:54:55,night,Sunday,90,8,11,61,yes,reading/writing,mobile,Geometry,1,93,2,5,yes,137,1,5,1,3
INT_1284,USR_077,PROB_079,SES_0624,2024-09-22 06:31:58,morning,Sunday,53,10,6,41,no,auditory,desktop,Number Theory,1,215,2,2,yes,259,1,3,0,2
INT_1285,USR_002,PROB_128,SES_0079,2024-09-24 15:22:12,afternoon,Tuesday,84,11,7,44,no,auditory,tablet,Geometry,4,255,3,1,no,360,1,3,0,1
INT_1286,USR_078,PROB_015,SES_0249,2024-09-30 21:10:38,night,Monday,1,11,9,77,no,kinesthetic,desktop,Arithmetic,3,137,3,4,no,157,0,3,1,2
INT_1287,USR_062,PROB_072,SES_0751,2024-08-28 19:40:09,evening,Wednesday,-53,8,10,43,no,kinesthetic,mobile,Number Theory,2,229,3,1,no,270,0,3,1,2
INT_1288,USR_064,PROB_108,SES_0920,2024-08-23 03:52:45,night,Friday,-44,11,8,81,no,visual,desktop,Statistics,5,151,1,2,yes,256,0,1,1,2
INT_1289,USR_041,PROB_100,SES_0223,2024-08-07 19:15:00,evening,Wednesday,30,10,11,73,no,visual,desktop,Number Theory,4,159,3,1,no,441,1,4,1,2
INT_1290,USR_096,PROB_157,SES_0620,2024-08-23 22:06:29,night,Friday,33,11,8,72,no,visual,tablet,Trigonometry,3,180,1,4,yes,458,1,3,1,
INT_1291,USR_089,PROB_035,SES_0124,2024-10-01 21:14:45,night,Tuesday,-15,6,7,69,yes,auditory,desktop,Probability,3,238,3,1,no,367,1,5,1,2
INT_1292,USR_087,PROB_063,SES_0190,2024-08-31 13:20:19,afternoon,Saturday,-87,6,13,42,no,kinesthetic,tablet,Mensuration,2,93,1,5,no,282,0,3,1,2
INT_1293,USR_097,PROB_095,SES_0008,2024-10-29 19:19:28,evening,Tuesday,15,8,6,45,no,reading/writing,desktop,Geometry,4,300,2,5,yes,333,1,3,1,5
INT_1294,USR_080,PROB_181,SES_0067,2024-08-25 14:02:20,afternoon,Sunday,-11,12,15,47,yes,kinesthetic,mobile,Number Theory,1,64,2,4,yes,133,0,4,1,
INT_1295,USR_026,PROB_082,SES_0393,2024-09-10 19:17:11,evening,Tuesday,57,10,7,34,no,auditory,mobile,Calculus,2,147,3,2,no,229,1,4,1,4
INT_1296,USR_069,PROB_099,SES_0096,2024-10-12 08:05:53,morning,Saturday,-74,11,13,54,no,visual,desktop,Arithmetic,4,250,3,1,no,332,1,3,1,4
INT_1297,USR_025,PROB_070,SES_0420,2024-08-25 06:51:19,morning,Sunday,82,10,13,59,no,kinesthetic,mobile,Calculus,2,144,1,5,no,236,1,4,1,5
INT_1298,USR_047,PROB_074,SES_0180,2024-09-06 07:46:35,morning,Friday,-45,9,14,47,no,kinesthetic,mobile,Calculus,4,118,1,4,yes,103,1,3,1,5
INT_1299,USR_067,PROB_160,SES_0383,2024-10-17 08:56:58,morning,Thursday,32,12,15,31,yes,reading/writing,desktop,Trigonometry,2,122,2,1,yes,235,1,4,0,3
INT_1300,USR_067,PROB_052,SES_0005,2024-08-05 18:51:37,evening,Monday,-3,8,7,95,no,auditory,tablet,Mensuration,4,239,3,3,no,323,0,2,0,2
INT_1301,USR_059,PROB_005,SES_0419,2024-10-29 03:29:44,night,Tuesday,74,6,11,36,yes,kinesthetic,desktop,Calculus,1,282,1,1,no,297,1,3,1,5
INT_1302,USR_014,PROB_087,SES_0402,2024-10-01 11:26:27,morning,Tuesday,-7,6,15,73,yes,reading/writing,mobile,Geometry,2,148,2,1,no,150,1,3,1,5
INT_1303,USR_079,PROB_164,SES_0446,2024-10-13 16:20:01,afternoon,Sunday,-19,8,5,72,no,reading/writing,desktop,Number Theory,2,252,4,2,yes,270,0,3,1,4
INT_1304,USR_056,PROB_019,SES_0483,2024-10-29 17:37:10,evening,Tuesday,-6,12,12,45,yes,visual,mobile,Ratios,2,64,4,3,yes,64,1,5,1,5
INT_1305,USR_039,PROB_132,SES_0809,2024-08-10 20:26:48,evening,Saturday,-27,10,15,66,no,reading/writing,desktop,Algebra,4,221,2,1,yes,512,0,4,0,
INT_1306,USR_098,PROB_037,SES_0450,2024-10-10 18:24:38,evening,Thursday,-5,6,14,56,yes,kinesthetic,desktop,Statistics,3,270,2,4,no,227,1,4,1,5
INT_1307,USR_050,PROB_084,SES_0425,2024-08-19 01:12:47,night,Monday,18,7,9,68,no,auditory,desktop,Number Theory,2,116,2,3,yes,217,1,3,0,
INT_1308,USR_020,PROB_051,SES_0228,2024-09-17 14:43:26,afternoon,Tuesday,-68,9,5,87,no,visual,tablet,Mensuration,3,121,3,2,no,324,0,2,0,2
INT_1309,USR_069,PROB_081,SES_0714,2024-08-06 16:39:57,afternoon,Tuesday,51,10,12,93,yes,reading/writing,tablet,Number Theory,2,119,3,3,no,224,1,5,0,1
INT_1310,USR_096,PROB_118,SES_0807,2024-09-02 00:48:50,night,Monday,-29,9,11,89,no,reading/writing,tablet,Algebra,3,117,3,1,no,385,0,2,0,1
INT_1311,USR_012,PROB_020,SES_0325,2024-09-30 06:41:49,morning,Monday,-37,6,14,37,no,visual,desktop,Mensuration,3,239,1,2,yes,407,1,3,1,4
INT_1312,USR_068,PROB_086,SES_0671,2024-10-24 13:23:15,afternoon,Thursday,-3,7,8,46,no,reading/writing,mobile,Algebra,3,270,4,1,yes,490,1,5,0,3
INT_1313,USR_075,PROB_193,SES_0682,2024-09-16 13:04:05,afternoon,Monday,63,11,14,94,no,reading/writing,tablet,Geometry,3,72,2,3,yes,182,0,5,1,3
INT_1314,USR_040,PROB_187,SES_0314,2024-09-30 14:27:59,afternoon,Monday,-67,10,15,82,no,visual,tablet,Calculus,4,237,2,2,no,457,1,4,1,1
INT_1315,USR_048,PROB_183,SES_0137,2024-09-17 12:21:38,afternoon,Tuesday,60,8,5,38,yes,auditory,desktop,Arithmetic,2,227,1,3,no,234,0,2,0,
INT_1316,USR_036,PROB_124,SES_0697,2024-08-31 19:34:27,evening,Saturday,-46,7,6,62,yes,visual,mobile,Geometry,3,186,2,1,no,345,1,3,1,4
INT_1317,USR_094,PROB_190,SES_0513,2024-09-13 05:16:29,morning,Friday,-14,12,9,46,yes,kinesthetic,desktop,Mensuration,3,122,1,5,no,296,1,5,1,5
INT_1318,USR_046,PROB_022,SES_0551,2024-10-27 22:48:55,night,Sunday,14,9,9,93,no,visual,mobile,Geometry,5,298,1,2,no,600,0,1,1,5
INT_1319,USR_054,PROB_198,SES_0326,2024-10-08 02:22:13,night,Tuesday,69,10,13,76,no,visual,tablet,Statistics,3,204,2,4,no,400,0,3,0,3
INT_1320,USR_010,PROB_044,SES_0995,2024-10-10 12:21:23,afternoon,Thursday,42,12,6,78,no,auditory,mobile,Statistics,1,102,4,1,yes,180,1,5,0,3
INT_1321,USR_094,PROB_015,SES_0201,2024-10-08 02:52:16,night,Tuesday,8,7,9,46,no,auditory,tablet,Probability,5,76,3,4,no,325,1,3,1,
INT_1322,USR_076,PROB_189,SES_0946,2024-08-14 05:04:32,morning,Wednesday,-10,7,12,54,yes,visual,tablet,Trigonometry,1,72,1,1,no,117,1,3,0,
INT_1323,USR_029,PROB_010,SES_0195,2024-08-08 09:18:00,morning,Thursday,25,9,13,41,no,visual,mobile,Number Theory,1,277,3,2,no,189,1,3,1,5
INT_1324,USR_031,PROB_192,SES_0820,2024-09-09 10:56:19,morning,Monday,-60,12,13,53,no,visual,mobile,Trigonometry,2,290,2,4,yes,176,0,2,1,5
INT_1325,USR_014,PROB_006,SES_0430,2024-08-14 22:47:24,night,Wednesday,74,9,14,41,yes,auditory,mobile,Mensuration,3,84,3,1,no,320,1,4,0,2
INT_1326,USR_064,PROB_092,SES_0951,2024-10-21 12:10:41,afternoon,Monday,7,12,14,78,no,visual,desktop,Arithmetic,1,211,1,2,no,313,0,1,0,3
INT_1327,USR_082,PROB_163,SES_0945,2024-10-21 11:31:08,morning,Monday,-57,10,15,88,yes,auditory,mobile,Probability,3,57,1,3,no,312,1,4,1,4
INT_1328,USR_025,PROB_143,SES_0475,2024-08-16 04:39:22,night,Friday,-68,8,10,53,no,visual,tablet,Statistics,2,276,4,3,no,374,0,3,1,
INT_1329,USR_049,PROB_012,SES_0295,2024-10-10 00:11:50,night,Thursday,-44,8,5,83,no,kinesthetic,tablet,Mensuration,1,165,4,2,no,243,1,1,1,3
INT_1330,USR_065,PROB_187,SES_0599,2024-10-04 10:27:25,morning,Friday,86,8,8,34,yes,reading/writing,tablet,Ratios,3,160,3,1,no,338,1,5,1,4
INT_1331,USR_090,PROB_158,SES_0639,2024-08-31 02:13:24,night,Saturday,78,6,11,46,no,auditory,desktop,Algebra,1,276,1,1,no,181,0,2,1,3
INT_1332,USR_086,PROB_193,SES_0458,2024-08-11 18:39:00,evening,Sunday,-36,10,5,56,yes,kinesthetic,desktop,Number Theory,3,254,4,1,yes,241,0,3,0,
INT_1333,USR_092,PROB_193,SES_0125,2024-09-03 14:51:36,afternoon,Tuesday,-78,8,8,69,no,auditory,desktop,Ratios,3,275,1,3,no,204,1,5,1,5
INT_1334,USR_051,PROB_127,SES_0009,2024-10-11 08:55:32,morning,Friday,42,9,15,82,no,kinesthetic,tablet,Probability,4,201,3,2,no,227,1,4,1,5
INT_1335,USR_092,PROB_138,SES_0923,2024-08-01 03:33:13,night,Thursday,-51,7,10,56,yes,kinesthetic,tablet,Statistics,3,236,1,5,no,389,1,4,1,4
INT_1336,USR_042,PROB_142,SES_0225,2024-10-01 08:46:17,morning,Tuesday,57,8,14,90,yes,visual,mobile,Ratios,2,212,1,5,yes,312,1,5,1,5
INT_1337,USR_090,PROB_160,SES_0501,2024-09-05 17:45:29,evening,Thursday,-20,6,15,38,no,kinesthetic,desktop,Trigonometry,3,225,3,5,no,270,0,1,1,3
INT_1338,USR_064,PROB_109,SES_0264,2024-09-12 07:17:39,morning,Thursday,14,8,10,39,no,reading/writing,tablet,Geometry,1,206,2,2,no,87,1,1,1,4
INT_1339,USR_095,PROB_130,SES_0838,2024-08-24 01:53:07,night,Saturday,11,12,8,34,yes,kinesthetic,desktop,Calculus,3,216,2,1,yes,168,0,2,1,3
INT_1340,USR_085,PROB_154,SES_0172,2024-10-01 12:26:35,afternoon,Tuesday,-78,10,15,62,no,visual,mobile,Statistics,3,298,1,1,yes,330,1,4,0,4
INT_1341,USR_057,PROB_192,SES_0248,2024-09-17 16:25:25,afternoon,Tuesday,34,6,10,71,yes,reading/writing,mobile,Ratios,3,112,2,4,yes,241,1,4,1,5
INT_1342,USR_082,PROB_180,SES_0142,2024-10-03 04:03:40,night,Thursday,-5,11,8,80,no,kinesthetic,desktop,Number Theory,2,66,1,3,no,235,1,3,1,5
INT_1343,USR_065,PROB_094,SES_0756,2024-08-06 05:05:56,morning,Tuesday,1,8,15,57,no,visual,desktop,Calculus,3,166,2,1,yes,320,1,4,1,5
INT_1344,USR_051,PROB_123,SES_0657,2024-10-05 08:18:47,morning,Saturday,11,6,12,32,no,kinesthetic,mobile,Number Theory,3,228,2,1,no,174,1,4,0,3
INT_1345,USR_039,PROB_025,SES_0813,2024-09-09 19:49:10,evening,Monday,-4,7,15,42,no,kinesthetic,desktop,Statistics,3,95,2,3,yes,304,1,3,1,4
